img_id,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
996,263770,123,181,6689,1122,1053,145,26,52297,12160,246003,123,0,677,0,5385,70,0,0
149,189291,44129,402,0,38854,4595,0,2155,155500,34,143651,0,0,11213,0,0,0,0,0
364,188536,6158,11993,1,4541,2189,0,0,296883,67459,4079,200,0,7785,0,0,0,0,0
75,244688,561,154,4332,6575,0,0,0,144473,7807,177490,96,0,3332,0,22,294,0,0
16,240201,4916,10754,11368,164,1644,0,196,117073,10194,184324,0,0,5580,3379,31,0,0,0
1048,247418,8664,125412,779,2036,3233,1748,1070,105853,2570,78141,646,0,12155,0,0,0,90,9
856,234340,0,6637,0,5779,636,0,0,155009,27224,160199,0,0,0,0,0,0,0,0
911,203466,34664,14429,0,14111,2292,0,91,65769,43184,211476,152,0,164,0,0,26,0,0
363,181533,43932,44851,91,264,1991,0,818,186077,29220,99761,1,5,1252,0,0,0,7,21
598,195407,36875,15133,662,19985,13455,0,0,214326,7104,86439,0,0,438,0,0,0,0,0
235,235598,31987,11384,0,28,378,0,0,74160,11543,224450,42,0,195,0,0,0,0,59
458,191908,1768,44445,115,3332,921,0,85,100787,62252,182131,50,0,1994,36,0,0,0,0
659,193223,8241,16467,0,4,4698,136,37,102992,31689,193294,0,0,37943,0,0,1031,0,69
126,268573,12055,1610,94,63,770,0,295,144129,14224,146021,0,0,1990,0,0,0,0,0
301,236870,25257,1200,202,3632,7545,0,174,39371,13063,255362,623,0,298,1057,0,5170,0,0
831,253220,12447,112591,73,4332,4698,0,297,62694,15794,123576,0,0,94,8,0,0,0,0
97,210152,5617,38083,6813,6255,1479,0,191,4297,1944,231604,0,0,60231,14030,9128,0,0,0
912,197097,56645,30433,592,18907,16919,2600,580,93849,2974,166082,0,0,75,0,0,3071,0,0
253,198657,13315,1136,0,56,8769,0,8,185752,35109,146130,0,0,892,0,0,0,0,0
107,243356,1179,66,49132,8941,306,0,0,14506,27,259424,0,0,12887,0,0,0,0,0
1116,206006,35099,11373,706,2830,16708,161,3844,75001,12442,216602,2997,0,5901,0,0,0,0,154
251,198140,0,7009,415,10,450,51,1390,47316,20039,253078,0,0,60970,940,16,0,0,0
554,247429,16686,19273,159,0,1266,75,36,61378,6141,229999,41,0,6507,80,754,0,0,0
585,266929,1231,5349,0,0,1611,0,1140,292791,10719,9458,105,0,491,0,0,0,0,0
1028,240878,9085,88164,222,0,325,13,345,22039,4986,192140,8,0,31619,0,0,0,0,0
70,243278,1197,7922,6130,2750,210,0,183,85507,699,224503,0,0,17331,112,0,0,2,0
749,220803,28846,3592,0,3761,3548,0,56,213923,29252,83906,0,0,2137,0,0,0,0,0
859,198761,14979,621,0,250,451,0,1,266325,47093,61096,0,0,247,0,0,0,0,0
186,199064,2769,143302,2213,87,729,0,0,83168,1275,81702,0,0,1920,67521,5764,310,0,0
396,87023,223,23,0,1468,475,0,0,462852,26605,11155,0,0,0,0,0,0,0,0
61,269752,322,1784,3464,7536,0,0,92,116838,15210,164563,0,0,10263,0,0,0,0,0
214,249890,7915,2616,1148,195,6,0,0,166168,1491,136980,0,0,23415,0,0,0,0,0
517,243105,14376,58033,846,10018,6203,11262,97,71464,20567,145747,59,1311,6736,0,0,0,0,0
257,260091,11284,80656,337,11329,1409,0,380,14425,1843,204560,377,0,2036,0,146,614,0,337
1031,232873,14396,14853,1567,4841,2601,0,555,171094,3648,130416,58,0,12673,249,0,0,0,0
801,233013,0,8565,200,1851,4500,0,5569,23318,32833,273468,0,0,275,6215,12,5,0,0
268,236007,20507,18515,1,11300,9434,0,1044,56804,9075,226621,44,0,44,0,0,0,0,428
92,228059,15353,0,15,0,40,0,23,77606,25431,227767,13,0,2110,13407,0,0,0,0
724,185499,28746,0,0,36577,8630,0,0,273468,11845,41071,1792,531,1093,0,0,0,0,572
746,229703,7743,2489,4922,1476,138,0,790,146562,31796,161891,0,0,2314,0,0,0,0,0
643,172413,55670,27352,159,7420,11116,0,648,248283,887,63424,564,0,1860,0,0,0,0,28
130,213256,20496,12373,71,0,1428,0,818,224327,27734,88808,0,0,513,0,0,0,0,0
595,252026,22951,7193,2543,1551,3378,45,0,71089,4182,223733,189,0,944,0,0,0,0,0
32,164908,1323,6040,1743,0,546,0,0,1217,0,194592,0,0,15429,203630,396,0,0,0
403,198939,34261,128,9220,3558,2346,0,0,302847,32558,3938,0,0,2029,0,0,0,0,0
139,232015,4205,32390,4145,5338,805,0,4,129251,24705,154497,0,0,2469,0,0,0,0,0
1034,245213,721,2488,17990,14260,3108,90,1017,21276,12250,265899,17,0,5470,0,0,25,0,0
969,241992,16417,30456,30,0,13893,5215,0,33522,21047,224000,13,0,3176,0,0,0,63,0
14,251934,2274,4,32,190,3819,0,90,78412,25733,224956,0,0,2380,0,0,0,0,0
169,237078,17135,4422,95,2107,1464,0,284,154319,40736,132141,0,0,43,0,0,0,0,0
666,256039,14140,322,0,0,1792,0,0,278263,1629,36348,0,0,1291,0,0,0,0,0
537,251739,13911,211051,0,790,1036,1791,159,30871,200,69172,2287,0,3206,0,2980,28,0,603
30,269429,2657,19395,48027,7636,402,0,55,91632,2615,147722,0,0,254,0,0,0,0,0
449,174789,55096,13661,1718,14721,5729,0,989,161562,2282,149512,0,0,9523,0,0,242,0,0
460,152682,90549,11453,133,29559,80,0,810,286951,8822,8785,0,0,0,0,0,0,0,0
1115,207249,20922,4741,535,41,3926,0,0,197135,25702,126638,0,0,2935,0,0,0,0,0
1003,190652,45948,22039,1932,2667,12325,92,3941,163845,133,139703,0,0,5016,61,17,1453,0,0
385,218163,28074,17846,0,2332,2355,47,82,128246,13243,178928,0,0,430,0,78,0,0,0
448,210373,2840,4668,1339,3501,2062,0,0,220597,47605,94072,0,0,2767,0,0,0,0,0
99,179527,2041,36167,6658,26871,1588,0,402,13127,3842,218813,0,1181,89977,2245,42,35,7308,0
466,166186,1176,10335,0,0,4042,0,472,211279,96631,96577,47,0,3052,0,0,0,0,27
327,105605,1128,2814,0,10116,116,0,0,424527,31616,12923,0,0,979,0,0,0,0,0
1063,161584,1261,771,703,2,269,0,20,226268,132566,66348,0,0,32,0,0,0,0,0
964,225554,4494,148106,289,61982,8066,0,492,27718,253,112678,0,165,0,0,0,0,0,27
896,226559,3467,9051,0,0,828,0,41,227643,52722,69016,3,0,494,0,0,0,0,0
755,216673,10812,8696,58,1338,845,288,25,162763,8084,179548,0,0,694,0,0,0,0,0
508,240082,28765,65502,1988,3620,1512,0,0,150787,9700,87048,66,0,747,0,0,0,0,7
335,200610,12710,8,0,0,654,0,6,350686,24419,0,0,0,731,0,0,0,0,0
927,263181,456,378,11735,5079,778,0,0,117896,15150,169924,0,0,5136,0,0,0,111,0
799,201600,31792,1338,246,0,2286,0,157,332249,0,11308,5,0,8843,0,0,0,0,0
857,194850,29809,0,553,0,160,0,0,317850,15811,30775,0,0,16,0,0,0,0,0
100,255805,1058,8401,1090,11574,134,44,1043,10726,1446,265189,44,0,12811,1901,18555,0,0,3
35,256556,3670,0,0,0,27,0,0,116371,20582,191626,0,0,992,0,0,0,0,0
936,256267,2399,91,534,4555,1,0,57,171015,783,152721,0,0,1401,0,0,0,0,0
651,200054,38853,33317,12294,151,1036,4,36,34334,7729,244716,30,0,16684,238,289,59,0,0
769,204869,867,2921,1644,5162,2734,325,641,212591,30825,124985,9,0,544,0,1707,0,0,0
304,218246,51842,2234,32,0,5342,84,736,53755,14349,238173,110,143,2927,0,1345,0,504,2
230,221498,13981,54796,0,259,2288,0,0,263873,6712,535,125,0,25757,0,0,0,0,0
1094,198805,656,192,1,3234,409,0,630,177722,37142,160490,0,0,10543,0,0,0,0,0
452,227565,27682,18332,0,15025,5444,0,21,144797,16924,130816,60,0,2530,0,0,0,0,628
1085,222553,17916,60538,66,3125,17251,2439,1505,44112,1425,186376,0,0,32518,0,0,0,0,0
941,271423,5803,56864,108,2441,926,1637,99,44867,433,196707,0,0,4444,4072,0,0,0,0
744,256739,12308,23420,22,195,894,0,78,133590,8938,145660,633,0,6959,0,388,0,0,0
665,222490,1164,1084,0,0,2563,0,349,285559,10328,62552,0,0,3735,0,0,0,0,0
976,248073,17043,53374,3246,3431,1368,80,615,122730,2589,136615,0,0,660,0,0,0,0,0
110,265342,2991,24717,10924,465,3365,0,1333,43386,8666,227280,0,0,1355,0,0,0,0,0
1052,273129,711,26577,2348,8462,10832,1313,3216,27045,957,232228,341,0,2556,0,0,109,0,0
77,158236,1273,3138,353,2258,3838,1132,3002,68961,3270,220002,0,0,10561,113170,2,628,0,0
49,247143,5922,466,3361,0,2,0,32,146130,4047,172566,180,0,7038,2937,0,0,0,0
893,155822,102,0,0,699,728,0,1243,250883,87222,90135,0,0,2990,0,0,0,0,0
426,246628,21254,56477,0,0,383,0,0,165372,21372,74623,6,0,3708,0,0,0,0,1
6,272069,10248,264337,20814,9816,346,0,172,3012,0,5441,0,0,3569,0,0,0,0,0
766,224418,21103,464,0,1909,5403,0,121,184806,1426,137922,0,0,12252,0,0,0,0,0
915,184073,42403,13598,118,2379,3825,0,1673,30549,58236,246623,0,0,5952,0,17,23,340,15
407,140279,83715,34558,0,71,33,0,44,202541,27160,95574,0,0,5849,0,0,0,0,0
1075,163534,10069,768,304,1571,3797,0,776,209743,90130,106917,0,0,2215,0,0,0,0,0
889,228994,13024,19432,67,50,6036,562,1354,162105,3316,138527,921,0,14575,808,0,0,0,53
518,200726,45245,39041,71,10311,367,0,2,121247,22046,149859,0,0,885,0,0,0,0,24
488,239674,1106,30182,0,0,1097,0,488,64553,28189,221570,0,0,2965,0,0,0,0,0
291,280115,13164,1424,37,1724,3481,466,2700,25386,9601,246761,5,0,1795,0,3025,140,0,0
451,228908,15930,11637,720,6887,662,0,0,174630,11193,131391,0,0,7866,0,0,0,0,0
899,189927,20739,3302,163,5005,959,0,15,309860,56002,0,26,0,3706,0,0,0,120,0
182,256613,2299,27,7763,36060,626,0,124,55816,0,229198,0,0,1298,0,0,0,0,0
423,177960,24277,33858,0,37047,447,0,29,244889,25312,41659,47,0,4299,0,0,0,0,0
342,212185,4399,5507,126,4443,718,0,162,126837,66940,167443,1,0,1040,23,0,0,0,0
229,200537,14582,66225,171,5389,3996,1874,1306,214550,417,40601,0,0,40176,0,0,0,0,0
384,219919,0,8008,0,0,190,0,10,250652,75890,30422,0,0,4047,686,0,0,0,0
200,258108,11010,25741,1,122,1114,0,0,68896,13387,205069,0,0,6376,0,0,0,0,0
541,266440,4545,10352,0,317,4003,4302,1513,44892,604,243346,0,0,7604,1900,0,0,0,6
657,265406,8112,78007,234,7220,5043,1361,283,32967,1790,179887,0,0,9514,0,0,0,0,0
1041,259123,10181,10345,1332,9255,4230,663,460,76086,1982,215001,33,0,1133,0,0,0,0,0
1095,203961,2172,53,6151,7858,9557,0,110,81676,37465,217719,8,0,23094,0,0,0,0,0
165,189675,22,0,0,0,0,0,0,245565,56217,96729,0,0,1616,0,0,0,0,0
285,264411,9703,15549,1079,0,787,0,100,127711,14604,155709,29,0,142,0,0,0,0,0
742,219356,38780,19253,22,12923,5025,0,0,211791,13389,66714,0,0,2571,0,0,0,0,0
248,247442,4089,27326,524,802,1873,1,45,42729,15559,242850,1,0,6583,0,0,0,0,0
639,246505,12918,228,1,0,460,0,0,66251,39195,223572,1,0,693,0,0,0,0,0
479,508952,59,9442,13784,0,0,0,0,1789,0,55481,0,0,203,0,0,0,0,114
963,199207,84,1063,116,24,242,0,819,121622,100836,163401,0,0,2410,0,0,0,0,0
343,201263,11297,5088,0,0,1721,0,77,252005,48839,66953,0,0,2535,0,0,0,0,46
739,222502,10525,234,1412,5110,2510,239,543,260484,5244,69040,0,0,11981,0,0,0,0,0
50,254485,29,0,0,0,71,0,0,41958,48932,244326,0,0,23,0,0,0,0,0
140,235991,22940,22416,0,11345,3183,3824,17329,130450,9607,131094,552,0,1002,0,0,0,91,0
917,233519,4564,30291,4364,156,2937,874,14,110798,751,169698,0,0,31721,137,0,0,0,0
347,189813,686,49850,4088,225,562,0,0,98832,0,174097,0,0,65915,4200,1556,0,0,0
320,235759,16351,7948,0,0,65,0,0,146389,2215,181091,0,0,6,0,0,0,0,0
405,248237,1320,22536,0,3597,0,0,4,205766,25875,82489,0,0,0,0,0,0,0,0
947,258681,19354,72043,675,12623,4895,22,140,41333,2127,174873,37,0,2981,0,40,0,0,0
783,229589,22378,64341,2485,28748,2136,3,0,63627,0,173692,0,0,2825,0,0,0,0,0
923,235396,7634,62,138,0,146,0,60,63573,52299,225701,0,0,4815,0,0,0,0,0
234,215752,43383,2440,3,28,999,0,31,75757,11808,238288,5,0,1246,0,32,52,0,0
153,255560,13909,11823,159,1613,8779,3486,4467,45206,1667,237271,184,0,5149,405,9,136,0,1
791,216644,25990,106509,0,14473,2601,0,2572,132099,123,80096,0,0,8449,0,261,0,0,7
389,208997,41,17215,0,2056,10,0,0,109800,51203,196174,0,0,4301,27,0,0,0,0
686,204658,6618,1826,1413,18577,1275,0,607,249504,48506,56653,0,0,187,0,0,0,0,0
438,191023,22273,19378,93,1690,416,0,0,146011,30472,151250,0,0,21926,0,0,5292,0,0
499,238314,18534,51395,367,2465,425,0,0,247999,6051,24268,0,0,6,0,0,0,0,0
626,248627,8215,3470,0,10,2740,0,0,233390,28167,65148,0,0,57,0,0,0,0,0
421,221720,24996,17634,171,5419,9937,0,168,159946,20925,124861,0,0,4032,0,0,0,0,15
1083,214452,16216,63352,1413,24269,18042,208,1289,14896,14548,200270,202,0,9866,272,11,10518,0,0
934,215099,6329,0,350,0,167,0,0,179169,31302,156330,1,0,1076,0,0,0,0,1
612,207341,36790,4177,1301,3914,24949,0,8444,181406,8041,108422,6,0,4896,116,0,0,0,21
823,265556,20289,12245,0,1548,1912,0,0,149765,13088,124384,0,0,418,0,619,0,0,0
495,508952,59,9442,13784,0,0,0,0,1789,0,55481,0,0,203,0,0,0,0,114
202,212071,9672,2136,45,17,2543,0,0,274284,16896,72158,0,0,2,0,0,0,0,0
708,250372,17456,10390,0,216,4834,3410,439,74210,6637,214134,0,0,7692,0,34,0,0,0
971,254142,17116,20557,77,1152,161,0,0,141746,2600,151412,0,0,823,0,0,0,0,38
73,256479,234,46208,9516,10232,760,0,20,44808,11401,203912,0,0,6254,0,0,0,0,0
1029,237265,18775,17908,0,67,5720,578,0,162210,4838,136052,135,0,6274,0,0,0,0,2
908,175129,0,13523,0,0,10930,0,44,241345,85627,54792,0,0,8072,0,0,362,0,0
589,231424,1589,860,824,2291,172,0,84,90674,20225,236946,0,0,4728,0,0,0,0,7
1103,202073,33833,43250,306,3426,4271,0,0,149042,27656,114114,0,0,11853,0,0,0,0,0
1047,249764,11451,83514,992,1169,2136,16,0,190199,2754,34767,230,0,12832,0,0,0,0,0
106,237735,855,2136,42151,1357,923,35,0,17860,77,271689,3,0,15003,0,0,0,0,0
1009,232386,12639,12991,0,16622,1692,0,323,144679,13110,154117,20,7,1118,0,0,120,0,0
748,220240,25327,1555,0,7672,1405,0,0,148467,61262,123778,0,0,3,0,0,115,0,0
361,215709,18682,34700,0,10009,8,0,0,234820,13868,62028,0,0,0,0,0,0,0,0
471,184418,10052,1848,2874,246,297,0,2,209650,77398,102924,0,0,115,0,0,0,0,0
191,256607,3860,27214,315,27,4185,0,0,98857,3314,176839,417,0,17750,187,125,9,118,0
874,176500,3774,23,1650,3888,2377,0,0,198189,57897,145359,0,0,167,0,0,0,0,0
340,201071,39038,57296,0,0,717,8,58,125406,4555,158438,0,0,3237,0,0,0,0,0
641,181500,15240,90493,311,5307,6608,1215,5640,182769,309,43012,561,0,56855,0,0,0,0,4
675,262850,13163,151,91,108,1430,27,0,173319,639,137830,0,0,146,70,0,0,0,0
1014,260244,14273,47086,32,0,149,0,0,186177,6656,74637,31,0,539,0,0,0,0,0
261,269512,13490,37064,221,425,4039,4039,5566,25782,3922,218879,76,0,6613,13,181,0,1,1
718,226549,14297,3405,0,8860,6636,0,0,203076,43666,83206,0,0,10,0,0,0,119,0
360,508952,59,9442,13784,0,0,0,0,1789,0,55481,0,0,203,0,0,0,0,114
160,272271,8482,10759,1789,6440,2931,2490,694,34521,2072,243437,14,253,1488,174,11,134,1844,20
672,239003,867,397,0,0,0,0,0,308386,40874,160,0,0,137,0,0,0,0,0
485,177986,18465,20304,450,3,774,0,7,117309,67416,183937,14,0,3156,3,0,0,0,0
464,236668,11358,72096,0,4787,1133,0,1,40650,25805,196590,655,0,81,0,0,0,0,0
386,205226,31113,16443,120,11590,7585,1,46,85593,19470,209308,310,0,3019,0,0,0,0,0
58,259729,406,6157,263,3724,2153,13,134,25175,8708,276975,86,0,6095,206,0,0,0,0
393,190410,2484,23193,0,220,57,0,9,115244,35027,223046,0,0,35,0,0,0,0,99
756,254830,2538,10841,0,0,5716,2203,9,193096,13629,97060,0,0,9902,0,0,0,0,0
1088,237779,29233,19520,0,446,5765,0,392,86901,8987,193045,0,0,4388,3368,0,0,0,0
738,194721,21646,32,60,1,1779,232,98,282189,5139,83728,0,0,199,0,0,0,0,0
587,242638,10828,13148,0,3123,1192,0,0,211229,13292,93788,0,0,586,0,0,0,0,0
762,221967,3820,71838,0,0,15466,0,301,115602,2718,114895,64,0,43083,0,0,0,0,70
624,248167,18089,45197,247,25314,4112,1641,32,30512,3177,212690,5,0,473,0,0,0,0,168
1097,259661,6629,3982,8058,231,6147,0,90,73366,18290,209582,88,0,2601,0,0,1099,0,0
440,168475,623,15174,156,6889,729,0,43,198560,96053,93832,0,0,7375,18,1897,0,0,0
1020,237367,16291,85899,2263,12358,23088,1183,4992,52078,966,146820,1140,215,5142,0,0,0,0,22
76,227550,1322,0,7013,3192,572,0,542,145588,15891,179484,0,0,8497,173,0,0,0,0
850,186342,40568,8892,200,734,102,0,0,166406,20968,165612,0,0,0,0,0,0,0,0
356,508952,59,9442,13784,0,0,0,0,1789,0,55481,0,0,203,0,0,0,0,114
981,233059,28479,11508,0,46,2318,56,2032,194428,11455,102980,0,0,1302,0,0,2152,0,9
586,185803,3693,777,0,0,216,0,0,354821,24475,19774,0,0,265,0,0,0,0,0
707,251303,23360,19635,703,168,4721,0,578,22841,184,249772,0,0,9926,5994,0,639,0,0
930,244140,18376,28274,0,12295,719,0,1392,107590,2273,173664,549,1,513,0,0,0,0,38
879,203449,2910,10148,4061,39673,7,0,0,123444,41018,137620,0,0,27397,0,0,0,0,97
42,263971,2907,17503,526,4977,1369,20,504,12612,15119,264888,62,0,5017,0,349,0,0,0
650,208726,48152,6645,3652,9941,25350,9,1,80291,6489,194223,466,70,5809,0,0,0,0,0
723,162179,654,7445,396,11883,1129,0,38,276937,84248,44455,330,0,130,0,0,0,0,0
354,508952,59,9442,13784,0,0,0,0,1789,0,55481,0,0,203,0,0,0,0,114
242,258097,5442,13370,831,512,1135,44,123,71542,3111,221841,0,0,13776,0,0,0,0,0
826,226259,3271,32202,1367,6267,1450,0,0,253453,30123,34832,0,0,582,18,0,0,0,0
270,279462,18524,1579,242,6975,450,63,27,25951,4955,250907,0,0,689,0,0,0,0,0
556,253054,9033,2216,48,11,695,0,97,68585,13465,241730,562,0,328,0,0,0,0,0
571,201593,6277,0,0,0,7,0,0,333322,45389,3236,0,0,0,0,0,0,0,0
211,238932,1096,16212,66,2395,1001,0,0,259961,29275,40526,0,0,163,0,0,197,0,0
510,152227,636,31101,904,2551,68,0,11,306216,62272,27316,0,0,6522,0,0,0,0,0
634,223334,9026,61416,0,248,187,0,827,206423,0,47655,0,0,40708,0,0,0,0,0
986,218350,2641,28564,0,6386,922,0,32,307076,21729,2211,125,0,1788,0,0,0,0,0
1040,253607,2000,23377,0,10142,3368,824,639,68244,6090,212022,78,0,9433,0,0,0,0,0
1030,245522,22216,6003,165,13914,2327,0,0,186459,602,103780,0,0,8444,0,0,392,0,0
529,209800,2731,5057,1,0,261,0,0,326692,20948,24334,0,0,0,0,0,0,0,0
474,221350,29307,9610,0,8095,1213,0,143,129104,55806,134049,1,0,1135,0,0,0,0,11
628,223387,12747,18957,864,559,1028,41,1,161091,49981,120521,0,0,623,0,0,0,0,24
113,237002,3779,0,800,0,104,0,2509,115465,38175,179195,0,0,12795,0,0,0,0,0
121,240879,10033,16888,45,54,4750,1460,497,38761,8919,251990,436,0,15044,62,0,6,0,0
1100,258750,19807,2320,1454,7093,3922,2538,206,77243,480,215768,146,0,97,0,0,0,0,0
314,219425,18196,156063,119,8141,3771,19,36,90861,378,80364,764,25,4777,100,1314,4681,787,3
820,216916,7706,10344,462,17082,8300,1,59,154507,32726,141589,132,0,0,0,0,0,0,0
486,170736,30112,41536,252,4,169,0,223,45774,75039,223376,113,0,2484,0,0,0,0,6
467,206033,3391,707,0,0,7,0,185,283756,55415,40055,15,0,260,0,0,0,0,0
397,197600,2163,13619,348,1710,453,0,373,170460,58586,135802,0,0,8656,54,0,0,0,0
731,177376,35705,2860,2386,2012,1722,0,0,265031,53908,47976,0,0,848,0,0,0,0,0
921,262368,7327,6784,14,21,3512,2981,1816,49132,1553,248604,0,0,5459,253,0,0,0,0
445,218592,1547,20532,195,8076,2050,0,54,248002,43739,41315,4229,0,1477,16,0,0,0,0
1090,237221,7389,52335,6,19507,930,0,51,191176,8366,57903,344,0,14596,0,0,0,0,0
317,147603,43494,36970,0,0,91,0,0,144163,71,215192,0,0,2240,0,0,0,0,0
567,193155,24603,230,24,658,10711,8,35,100055,53518,204865,36,4,1399,0,0,523,0,0
